CONDITION,OUTCOME,Year,Geography,GeoType,GeoName,GeoID,Region,District,Total,TotalRate,AARate,Age0_14,Age0_14Rate,Age15_24,Age15_24Rate,Age25_44,Age25_44Rate,Age45_64,Age45_64Rate,Age65Plus,Age65PlusRate,Total_Male,Total_MaleRate,AA_TotalMaleRate,Age0_14_Male,Age0_14_MaleRate,Age15_24_Male,Age15_24_MaleRate,Age25_44_Male,Age25_44_MaleRate,Age45_64_Male,Age45_64_MaleRate,Age65Plus_Male,Age65Plus_MaleRate,Total_Female,Total_FemaleRate,AA_TotalFemaleRate,Age0_14_Female,Age0_14_FemaleRate,Age15_24_Female,Age15_24_FemaleRate,Age25_44_Female,Age25_44_FemaleRate,Age45_64_Female,Age45_64_FemaleRate,Age45Plus_Female,Age45Plus_FemaleRate,Age65Plus_Female,Age65Plus_FemaleRate,White_Total,White_TotalRate,White_Age0_14,White_Age0_14Rate,White_Age15_24,White_Age15_24Rate,White_Age25_44,White_Age25_44Rate,White_Age45_64,White_Age45_64Rate,White_Age65Plus,White_Age65PlusRate,White_Total_Male,White_Total_MaleRate,White_Age0_14_Male,White_Age0_14_MaleRate,White_Age15_24_Male,White_Age15_24_MaleRate,White_Age25_44_Male,White_Age25_44_MaleRate,White_Age45_64_Male,White_Age45_64_MaleRate,White_Age65Plus_Male,White_Age65Plus_MaleRate,White_Total_Female,White_Total_FemaleRate,White_Age0_14_Female,White_Age0_14_FemaleRate,White_Age15_24_Female,White_Age15_24_FemaleRate,White_Age25_44_Female,White_Age25_44_FemaleRate,White_Age45_64_Female,White_Age45_64_FemaleRate,White_Age45Plus_Female,White_Age45Plus_FemaleRate,White_Age65Plus_Female,White_Age65Plus_FemaleRate,Black_Total,Black_TotalRate,Black_Age0_14,Black_Age0_14Rate,Black_Age15_24,Black_Age15_24Rate,Black_Age25_44,Black_Age25_44Rate,Black_Age45_64,Black_Age45_64Rate,Black_Age65Plus,Black_Age65PlusRate,Black_Total_Male,Black_Total_MaleRate,Black_Age0_14_Male,Black_Age0_14_MaleRate,Black_Age15_24_Male,Black_Age15_24_MaleRate,Black_Age25_44_Male,Black_Age25_44_MaleRate,Black_Age45_64_Male,Black_Age45_64_MaleRate,Black_Age65Plus_Male,Black_Age65Plus_MaleRate,Black_Total_Female,Black_Total_FemaleRate,Black_Age0_14_Female,Black_Age0_14_FemaleRate,Black_Age15_24_Female,Black_Age15_24_FemaleRate,Black_Age25_44_Female,Black_Age25_44_FemaleRate,Black_Age45_64_Female,Black_Age45_64_FemaleRate,Black_Age45Plus_Female,Black_Age45Plus_FemaleRate,Black_Age65Plus_Female,Black_Age65Plus_FemaleRate,Hispanic_Total,Hispanic_TotalRate,Hispanic_Age0_14,Hispanic_Age0_14Rate,Hispanic_Age15_24,Hispanic_Age15_24Rate,Hispanic_Age25_44,Hispanic_Age25_44Rate,Hispanic_Age45_64,Hispanic_Age45_64Rate,Hispanic_Age65Plus,Hispanic_Age65PlusRate,Hispanic_Total_Male,Hispanic_Total_MaleRate,Hispanic_Age0_14_Male,Hispanic_Age0_14_MaleRate,Hispanic_Age15_24_Male,Hispanic_Age15_24_MaleRate,Hispanic_Age25_44_Male,Hispanic_Age25_44_MaleRate,Hispanic_Age45_64_Male,Hispanic_Age45_64_MaleRate,Hispanic_Age65Plus_Male,Hispanic_Age65Plus_MaleRate,Hispanic_Total_Female,Hispanic_Total_FemaleRate,Hispanic_Age0_14_Female,Hispanic_Age0_14_FemaleRate,Hispanic_Age15_24_Female,Hispanic_Age15_24_FemaleRate,Hispanic_Age25_44_Female,Hispanic_Age25_44_FemaleRate,Hispanic_Age45_64_Female,Hispanic_Age45_64_FemaleRate,Hispanic_Age45Plus_Female,Hispanic_Age45Plus_FemaleRate,Hispanic_Age65Plus_Female,Hispanic_Age65Plus_FemaleRate,API_Total,API_TotalRate,API_Age0_14,API_Age0_14Rate,API_Age15_24,API_Age15_24Rate,API_Age25_44,API_Age25_44Rate,API_Age45_64,API_Age45_64Rate,API_Age65Plus,API_Age65PlusRate,API_Total_Male,API_Total_MaleRate,API_Age0_14_Male,API_Age0_14_MaleRate,API_Age15_24_Male,API_Age15_24_MaleRate,API_Age25_44_Male,API_Age25_44_MaleRate,API_Age45_64_Male,API_Age45_64_MaleRate,API_Age65Plus_Male,API_Age65Plus_MaleRate,API_Total_Female,API_Total_FemaleRate,API_Age0_14_Female,API_Age0_14_FemaleRate,API_Age15_24_Female,API_Age15_24_FemaleRate,API_Age25_44_Female,API_Age25_44_FemaleRate,API_Age45_64_Female,API_Age45_64_FemaleRate,API_Age45Plus_Female,API_Age45Plus_FemaleRate,API_Age65Plus_Female,API_Age65Plus_FemaleRate,AIAN_Total,AIAN_TotalRate,AIAN_Age0_14,AIAN_Age0_14Rate,AIAN_Age15_24,AIAN_Age15_24Rate,AIAN_Age25_44,AIAN_Age25_44Rate,AIAN_Age45_64,AIAN_Age45_64Rate,AIAN_Age65Plus,AIAN_Age65PlusRate,AIAN_Total_Male,AIAN_Total_MaleRate,AIAN_Age0_14_Male,AIAN_Age0_14_MaleRate,AIAN_Age15_24_Male,AIAN_Age15_24_MaleRate,AIAN_Age25_44_Male,AIAN_Age25_44_MaleRate,AIAN_Age45_64_Male,AIAN_Age45_64_MaleRate,AIAN_Age65Plus_Male,AIAN_Age65Plus_MaleRate,AIAN_Total_Female,AIAN_Total_FemaleRate,AIAN_Age0_14_Female,AIAN_Age0_14_FemaleRate,AIAN_Age15_24_Female,AIAN_Age15_24_FemaleRate,AIAN_Age25_44_Female,AIAN_Age25_44_FemaleRate,AIAN_Age45_64_Female,AIAN_Age45_64_FemaleRate,AIAN_Age45Plus_Female,AIAN_Age45Plus_FemaleRate,AIAN_Age65Plus_Female,AIAN_Age65Plus_FemaleRate,Other_notAIAN_Total,Other_notAIAN_TotalRate,Other_notAIAN_Age0_14,Other_notAIAN_Age0_14Rate,Other_notAIAN_Age15_24,Other_notAIAN_Age15_24Rate,Other_notAIAN_Age25_44,Other_notAIAN_Age25_44Rate,Other_notAIAN_Age45_64,Other_notAIAN_Age45_64Rate,Other_notAIAN_Age65Plus,Other_notAIAN_Age65PlusRate,Other_notAIAN_Total_Male,Other_notAIAN_Total_MaleRate,Other_notAIAN_Age0_14_Male,Other_notAIAN_Age0_14_MaleRate,Other_notAIAN_Age15_24_Male,Other_notAIAN_Age15_24_MaleRate,Other_notAIAN_Age25_44_Male,Other_notAIAN_Age25_44_MaleRate,Other_notAIAN_Age45_64_Male,Other_notAIAN_Age45_64_MaleRate,Other_notAIAN_Age65Plus_Male,Other_notAIAN_Age65Plus_MaleRate,Other_notAIAN_Total_Female,Other_notAIAN_Total_FemaleRate,Other_notAIAN_Age0_14_Female,Other_notAIAN_Age0_14_FemaleRate,Other_notAIAN_Age15_24_Female,Other_notAIAN_Age15_24_FemaleRate,Other_notAIAN_Age25_44_Female,Other_notAIAN_Age25_44_FemaleRate,Other_notAIAN_Age45_64_Female,Other_notAIAN_Age45_64_FemaleRate,Other_notAIAN_Age45Plus_Female,Other_notAIAN_Age45Plus_FemaleRate,Other_notAIAN_Age65Plus_Female,Other_notAIAN_Age65Plus_FemaleRate
Heart Failure,Death,2017,Jamul,SRA,JAMUL,30,EAST,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,La Mesa,SRA,LA MESA,33,EAST,Supervisorial District 2,24,38.54,24.1,,,,,,,,,22,215.59,7,22.93,20.55,,,,,,,,,7,157.64,17,53.55,26.76,,,,,,,,,17,118.77,15,259.05,20,57.31,,,,,,,,,19,244.2,6,34.77,,,,,,,,,6,176.46,14,79.35,,,,,,,,,14,143.99,13,295.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Laguna-Pine Valley,SRA,LAGUNA-PINE VALLEY,61,EAST,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Lakeside,SRA,LAKESIDE,36,EAST,Supervisorial District 2,20,33.65,28.73,,,,,,,,,17,178.81,10,34.07,33.12,,,,,,,,,8,191.94,10,33.24,26.84,,,,,,,,,9,69.17,9,168.37,18,45.4,,,,,,,,,16,213.08,9,45.3,,,,,,,,,8,222.13,9,45.51,,,,,,,,,9,89.84,8,205.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Lemon Grove,SRA,LEMON GROVE,32,EAST,Supervisorial District 2,11,35.47,30.94,,,,,,,,,9,221.23,5,34.34,36.13,,,,,,,,,,,6,36.57,25.88,,,,,,,,,6,94.01,5,205.49,6,64.55,,,,,,,,,5,250.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Mountain Empire,SRA,MOUNTAIN EMPIRE,62,EAST,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Santee,SRA,SANTEE,35,EAST,Supervisorial District 2,22,39.98,34.48,,,,,,,,,20,238.56,14,52.97,54.7,,,,,,,,,12,329.68,8,27.56,20.77,,,,,,,,,8,62.06,8,165.44,19,51.67,,,,,,,,,18,265.27,12,67.24,,,,,,,,,11,369.33,7,36.35,,,,,,,,,7,71.73,7,180.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Spring Valley,SRA,SPRING VALLEY,31,EAST,Supervisorial District 2,18,21.51,19.35,,,,,,,,,16,135.66,8,18.02,20.41,,,,,,,,,7,126.73,11,24.91,17.67,,,,,,,,,11,60.82,10,142.69,13,37.57,,,,,,,,,13,166.95,6,33.24,,,,,,,,,6,165.45,7,41.93,,,,,,,,,7,77.98,7,168.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,North Central Region,Region,NORTH CENTRAL,2,NORTH CENTRAL,NA,134,20.3,16.05,,,,,,,,,134,138.63,56,16.88,17.23,,,,,,,,,56,129.85,78,23.75,15.41,,,,,,,,,78,57.53,78,145.69,109,29.62,,,,,,,,,109,154.79,44,23.34,,,,,,,,,44,136.72,65,36.2,,,,,,,,,65,75.29,65,169.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6.53,,,,,,,,,8,97.17,5,8.26,,,,,,,,,5,146.16,,,,,,,,,,,,,,,12,10.07,,,,,,,,,12,81.72,5,8.81,,,,,,,,,5,82.92,7,11.22,,,,,,,,,7,27.6,7,80.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Coastal,SRA,COASTAL,11,NORTH CENTRAL,Supervisorial District 4,19,21.67,12.72,,,,,,,,,19,125.72,8,18.06,13.66,,,,,,,,,8,118.15,11,25.37,13.12,,,,,,,,,11,60.01,11,131.87,17,27.17,,,,,,,,,17,133.8,7,21.96,,,,,,,,,7,121.4,10,32.67,,,,,,,,,10,71.25,10,144.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Del Mar-Mira Mesa,SRA,DEL MAR-MIRA MESA,13,NORTH CENTRAL,Supervisorial District 3,22,12.65,14.69,,,,,,,,,22,99.66,10,11.8,17.18,,,,,,,,,10,103.15,11,13.51,13.03,,,,,,,,,11,31.94,11,96.76,14,18.32,,,,,,,,,14,112.69,5,13.72,,,,,,,,,5,91.7,9,23.26,,,,,,,,,9,47,9,131.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11.8,,,,,,,,,7,94.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Elliott-Navajo,SRA,ELLIOTT-NAVAJO,17,NORTH CENTRAL,Supervisorial District 3,28,29.28,21.03,,,,,,,,,28,173.29,17,36.89,32.41,,,,,,,,,17,242.47,11,21.97,13.2,,,,,,,,,11,49.95,11,118.72,26,44.17,,,,,,,,,26,201.45,16,55.32,,,,,,,,,16,277.55,10,33.19,,,,,,,,,10,64.54,10,138.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Kearny Mesa,SRA,KEARNY MESA,10,NORTH CENTRAL,Supervisorial District 4,47,27.97,20.33,,,,,,,,,47,188.54,16,18.52,17.69,,,,,,,,,16,142.24,32,37.29,21.77,,,,,,,,,32,90.13,32,224.32,35,40.36,,,,,,,,,35,202.35,11,24.27,,,,,,,,,11,137.91,25,56.78,,,,,,,,,25,115.07,25,254.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10.86,,,,,,,,,5,147.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Miramar,SRA,MIRAMAR,16,NORTH CENTRAL,Supervisorial District 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Peninsula,SRA,PENINSULA,2,NORTH CENTRAL,Supervisorial District 4,10,14.03,10.46,,,,,,,,,10,93.81,,,,,,,,,,,,,,9,26.9,15.75,,,,,,,,,9,64.58,9,156.83,9,18.07,,,,,,,,,9,99.19,,,,,,,,,,,,,8,34.61,,,,,,,,,8,73.84,8,165.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,University,SRA,UNIVERSITY,12,NORTH CENTRAL,Supervisorial District 3,12,17.44,12.64,,,,,,,,,12,124.15,6,17.65,15.43,,,,,,,,,6,140.48,6,17.25,11.14,,,,,,,,,6,48.58,6,111.3,12,32.71,,,,,,,,,12,166.05,6,32.71,,,,,,,,,6,187.12,6,32.71,,,,,,,,,6,74.26,6,149.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,North Coastal Region,Region,NORTH COASTAL,1,NORTH COASTAL,NA,142,25.56,19.82,,,,,,,6,4.35,136,164.32,63,22.31,22.28,,,,,,,6,8.92,57,154.71,79,28.93,17.72,,,,,,,,,79,67.77,79,172.04,118,36.8,,,,,,,,,115,180.41,51,30.84,,,,,,,,,48,165.65,67,43.14,,,,,,,,,67,84.75,67,192.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9.35,,,,,,,,,13,124.75,11,13.65,,,,,,,,,9,205.9,,,,,,,,,,,,,,,6,15.89,,,,,,,,,5,85.02,,,,,,,,,,,,,5,24.38,,,,,,,,,5,50.31,5,137.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Carlsbad,SRA,CARLSBAD,41,NORTH COASTAL,Supervisorial District 5,40,32.13,21.71,,,,,,,,,38,183.45,19,31.11,26,,,,,,,,,17,182.28,21,33.13,18.28,,,,,,,,,21,71.55,21,184.4,37,44.12,,,,,,,,,36,210.64,17,40.39,,,,,,,,,16,200.79,20,47.81,,,,,,,,,20,91.73,20,218.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Oceanside,SRA,OCEANSIDE,42,NORTH COASTAL,Supervisorial District 5,52,30.84,24.66,,,,,,,,,49,198.87,21,24.82,24.2,,,,,,,,,18,165.47,31,36.76,24.05,,,,,,,,,31,89.21,31,224.93,35,43.36,,,,,,,,,34,198.44,13,32.04,,,,,,,,,12,157.58,22,54.8,,,,,,,,,22,107.41,22,231.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16.68,,,,,,,,,9,217.5,7,22.44,,,,,,,,,6,323.08,,,,,,,,,,,,,,,5,40.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Pendleton,SRA,PENDLETON,43,NORTH COASTAL,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,San Dieguito,SRA,SAN DIEGUITO,40,NORTH COASTAL,Supervisorial District 3,22,21.64,13.27,,,,,,,,,22,119.06,9,17.46,14.87,,,,,,,,,9,104.77,13,25.76,12.08,,,,,,,,,13,53.44,13,131,21,28.79,,,,,,,,,21,135.98,9,22.85,,,,,,,,,9,117.32,13,34.74,,,,,,,,,13,65.89,13,151.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Vista,SRA,VISTA,52,NORTH COASTAL,Supervisorial District 5,24,22.69,19.8,,,,,,,,,23,166.61,12,22.95,25.79,,,,,,,,,11,185.9,12,22.44,15.63,,,,,,,,,12,57.73,12,151.74,21,43.96,,,,,,,,,20,204.48,10,44.3,,,,,,,,,10,220.62,10,43.61,,,,,,,,,10,85.19,10,191.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,North Inland Region,Region,NORTH INLAND,6,NORTH INLAND,NA,175,28.8,22.55,,,,,,,,,174,188.12,77,25.69,25.45,,,,,,,,,77,187.09,98,31.84,20.31,,,,,,,,,98,74.69,97,188.95,151,47.86,,,,,,,,,151,224.68,68,43.34,,,,,,,,,68,221.87,83,52.33,,,,,,,,,83,100.18,83,227.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6.07,,,,,,,,,11,89.74,,,,,,,,,,,,,9,9.8,,,,,,,,,9,34.47,9,126.05,5,6.76,,,,,,,,,5,47.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Anza-Borrego Springs,SRA,ANZA-BORREGO SPRINGS,63,NORTH INLAND,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Escondido,SRA,ESCONDIDO,50,NORTH INLAND,Supervisorial District 3,49,28.29,23.41,,,,,,,,,49,201.35,22,25.86,27.28,,,,,,,,,22,206.86,27,30.67,20.26,,,,,,,,,27,76.83,27,197,41,52.22,,,,,,,,,41,243.02,17,44.38,,,,,,,,,17,227.65,23,60,,,,,,,,,23,115.56,23,255.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7.17,,,,,,,,,5,108.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,Fallbrook,SRA,FALLBROOK,55,NORTH INLAND,Supervisorial District 5,22,44.49,29.55,,,,,,,,,22,242.15,11,44.93,35.33,,,,,,,,,11,264.25,11,44.07,25.61,,,,,,,,,11,97.9,11,223.53,22,82.81,,,,,,,,,22,308.14,11,83.45,,,,,,,,,11,327.53,11,82.18,,,,,,,,,11,145.03,11,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,Death,2017,North San Diego,SRA,NORTH SAN DIEGO,14,NORTH INLAND,Supervisorial District 3,31,25.57,19.44,,,,,,,,,31,170.53,13,22.22,22.52,,,,,,,,,13,165.27,18,28.8,17.17,,,,,,,,,18,65.47,18,174.67,28,42.45,,,,,,,,,28,217.75,13,40.15,,,,,,,,,13,227.95,15,44.74,,,,,,,,,15,87.9,15,209.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
